gender_exclusive,gender_inclusive,sacrebleu,difficulty,origin
Los sociólogos analizaron los fenómenos sociales en la sociedad contemporánea.,Sociólogas y sociólogos analizaron los fenómenos sociales en la sociedad contemporánea.,80.70557274927978,plural,GPT-3.5_CaDi
Los socios colaboraron estrechamente en el proyecto empresarial.,Las personas asociadas colaboraron estrechamente en el proyecto empresarial.,63.894310424627285,plural,GPT-3.5_CaDi
Los socorristas rescataron a los bañistas atrapados en el mar.,El personal de socorrismo rescató a los bañistas atrapados en el mar.,55.93684915933074,plural,GPT-3.5_CaDi
Los soldadores unieron las piezas metálicas con precisión.,Las y los especialistas en soldadura unieron las piezas metálicas con precisión.,47.037095938668976,plural,GPT-3.5_CaDi
Los soldados defendieron valientemente su país en el campo de batalla.,La tropa defendió valientemente su país en el campo de batalla.,71.02992180127423,plural,GPT-3.5_CaDi
Los solicitantes presentaron sus documentos para solicitar el empleo.,Las personas solicitantes presentaron sus documentos para solicitar el empleo.,78.60753021519788,plural,GPT-3.5_CaDi
Los solistas cautivaron al público con su interpretación en solitario.,Las y los solistas cautivaron al público con su interpretación en solitario.,73.61703354503868,plural,GPT-3.5_CaDi
Los subastadores dirigieron la subasta con profesionalismo.,Quienes subastan dirigieron la subasta con profesionalismo.,68.037493331712,plural,GPT-3.5_CaDi
Los sumilleres recomendaron los mejores vinos a los comensales.,Las y los sumilleres recomendaron los mejores vinos a los comensales.,71.02992180127423,plural,GPT-3.5_CaDi
Los superiores proporcionaron orientación y apoyo a sus subordinados.,La superioridad proporcionó orientación y apoyo a sus subordinados.,63.894310424627285,plural,GPT-3.5_CaDi
Los surfistas disfrutaron de las olas en la playa durante todo el día.,Las y los surfistas disfrutaron de las olas en la playa durante todo el día.,79.16963878457499,plural,GPT-3.5_CaDi
Los suscriptores recibieron su revista mensual en el buzón.,Las personas suscritas recibieron su revista mensual en el buzón.,67.86502681586727,plural,GPT-3.5_CaDi
Los tasadores evaluaron el valor de la propiedad con precisión.,Quienes tasan evaluaron el valor de la propiedad con precisión.,78.60753021519788,plural,GPT-3.5_CaDi
Los taumaturgos asombraron al público con sus trucos de magia.,La taumaturgia asombró al público con sus trucos de magia.,67.86502681586727,plural,GPT-3.5_CaDi
Los taxistas llevaron a los pasajeros a su destino de manera segura.,El personal del taxi llevó a los pasajeros a su destino de manera segura.,62.628449627654696,plural,GPT-3.5_CaDi
Los técnicos repararon el equipo averiado en poco tiempo.,El servicio técnico reparó el equipo averiado en poco tiempo.,57.067457770559976,plural,GPT-3.5_CaDi
Los tecnócratas diseñaron políticas basadas en el conocimiento técnico.,La tecnocracia diseñó políticas basadas en el conocimiento técnico.,63.894310424627285,plural,GPT-3.5_CaDi
Los teloneros abrieron el concierto con una actuación en vivo.,Artistas teloneros abrieron el concierto con una actuación en vivo.,89.31539818068698,plural,GPT-3.5_CaDi
Los tenistas compitieron en un emocionante partido de tenis.,Las y los tenistas compitieron en un emocionante partido de tenis.,71.02992180127423,plural,GPT-3.5_CaDi
Los teólogos discutieron sobre cuestiones de fe y religión.,La teología discutió sobre cuestiones de fe y religión.,63.894310424627285,plural,GPT-3.5_CaDi
Los terapeutas ayudaron a sus pacientes a superar sus problemas emocionales.,Las personas terapeutas ayudaron a sus pacientes a superar sus problemas emocionales.,82.42367502646057,plural,GPT-3.5_CaDi
Los titiriteros entretuvieron al público con sus marionetas.,Artistas de los títeres entretuvieron al público con sus marionetas.,57.067457770559976,plural,GPT-3.5_CaDi
Los titulados obtuvieron su diploma universitario con esfuerzo y dedicación.,Las personas tituladas obtuvieron su diploma universitario con esfuerzo y dedicación.,71.02992180127423,plural,GPT-3.5_CaDi
Los taumaturgos sorprendieron al público con sus habilidades mágicas.,La taumaturgia sorprendió al público con sus habilidades mágicas.,63.894310424627285,plural,GPT-3.5_CaDi
Los taxistas ofrecieron un servicio de transporte rápido y seguro.,El personal del taxi ofreció un servicio de transporte rápido y seguro.,55.93684915933074,plural,GPT-3.5_CaDi
Los técnicos resolvieron el problema con la maquinaria en poco tiempo.,El servicio técnico resolvió el problema con la maquinaria en poco tiempo.,64.79121525090147,plural,GPT-3.5_CaDi
Los tecnócratas proponen soluciones basadas en el conocimiento técnico.,La tecnocracia propone soluciones basadas en el conocimiento técnico.,63.894310424627285,plural,GPT-3.5_CaDi
Los teloneros calentaron el escenario antes del concierto principal.,Los y las artistas teloneros calentaron el escenario antes del concierto principal.,66.52049901111006,plural,GPT-3.5_CaDi
Los tenistas compitieron en un emocionante partido de tenis.,Las y los tenistas compitieron en un emocionante partido de tenis.,71.02992180127423,plural,GPT-3.5_CaDi
Los teólogos estudian las doctrinas y creencias religiosas.,La teología estudia las doctrinas y creencias religiosas.,58.73949094699213,plural,GPT-3.5_CaDi
Los terapeutas ayudaron a sus pacientes a superar sus dificultades.,Las personas terapeutas ayudaron a sus pacientes a superar sus dificultades.,80.70557274927978,plural,GPT-3.5_CaDi
Los titiriteros entretuvieron a los niños con un divertido espectáculo.,Los y las artistas de los títeres entretuvieron a los niños con un divertido espectáculo.,52.664038784792666,plural,GPT-3.5_CaDi
Los titulados tienen una formación académica sólida.,Las personas tituladas tienen una formación académica sólida.,58.73949094699213,plural,GPT-3.5_CaDi
Los toreros demostraron su valentía en la plaza de toros.,Las toreras y toreros demostraron su valentía en la plaza de toros.,73.61703354503868,plural,GPT-3.5_CaDi
Los trabajadores se esfuerzan por mejorar sus condiciones laborales.,El personal laboral se esfuerza por mejorar sus condiciones laborales.,47.987820666906636,plural,GPT-3.5_CaDi
Los traductores facilitaron la comunicación entre personas de diferentes idiomas.,La traducción facilitó la comunicación entre personas de diferentes idiomas.,67.86502681586727,plural,GPT-3.5_CaDi
Los transportistas aseguraron la entrega de la mercancía a tiempo.,Quienes realizan transportes aseguraron la entrega de la mercancía a tiempo.,71.02992180127423,plural,GPT-3.5_CaDi
Los trapecistas realizaron acrobacias impresionantes en el circo.,Los y las artistas del trapecio realizaron acrobacias impresionantes en el circo.,48.63383168079944,plural,GPT-3.5_CaDi
Los traumatólogos trataron las lesiones con profesionalismo.,Las y los especialistas en traumatología trataron las lesiones con profesionalismo.,41.72261448611506,plural,GPT-3.5_CaDi
Los turistas disfrutaron de las atracciones turísticas de la ciudad.,El turismo permitió a las personas disfrutar de las atracciones turísticas de la ciudad.,47.587330964125215,plural,GPT-3.5_CaDi
Los tutores brindaron apoyo académico a los estudiantes.,La tutoría brindó apoyo académico a los estudiantes.,58.73949094699213,plural,GPT-3.5_CaDi
Los ultraderechistas expresaron sus opiniones políticas con firmeza.,La ultraderecha expresó sus opiniones políticas con firmeza.,58.73949094699213,plural,GPT-3.5_CaDi
Los usuarios aprovecharon los servicios ofrecidos por la empresa.,Las personas usuarias aprovecharon los servicios ofrecidos por la empresa.,67.86502681586727,plural,GPT-3.5_CaDi
Los vecinos se reunieron para discutir temas de interés común.,El vecindario se reunió para discutir temas de interés común.,59.00468726392806,plural,GPT-3.5_CaDi
Los vencedores celebraron su triunfo con alegría.,La parte ganadora celebró su triunfo con alegría.,44.63236137853328,plural,GPT-3.5_CaDi
Los vencidos aceptaron la derrota con dignidad.,La parte perdedora aceptó la derrota con dignidad.,44.63236137853328,plural,GPT-3.5_CaDi
Los vendedores ofrecieron productos de alta calidad en el mercado.,Las vendedoras y vendedores ofrecieron productos de alta calidad en el mercado.,73.61703354503868,plural,GPT-3.5_CaDi
Los versificadores expresaron sus emociones a través de la poesía.,Quienes versifican expresaron sus emociones a través de la poesía.,78.60753021519788,plural,GPT-3.5_CaDi
Los veterinarios cuidan la salud y el bienestar de los animales.,El personal veterinario cuida la salud y el bienestar de los animales.,64.79121525090147,plural,GPT-3.5_CaDi
Los vigilantes garantizaron la seguridad en el evento.,El personal de vigilancia garantizó la seguridad en el evento.,46.17366309441026,plural,GPT-3.5_CaDi
Los virólogos estudian los virus y su impacto en la salud humana.,La virología estudia los virus y su impacto en la salud humana.,73.61703354503868,plural,GPT-3.5_CaDi
Los viticultores cultivan las uvas para producir vino de calidad.,Las viticultoras y viticultores cultivan las uvas para producir vino de calidad.,73.61703354503868,plural,GPT-3.5_CaDi
Los voluntarios ayudaron en la organización del evento comunitario.,El voluntariado contribuyó en la organización del evento comunitario.,63.894310424627285,plural,GPT-3.5_CaDi
Los yoguis practicaron yoga en el parque todas las mañanas.,Las y los practicantes de yoga se reunieron en el parque todas las mañanas.,41.374412020518825,plural,GPT-3.5_CaDi
Los zagales jugaron al fútbol en el campo durante toda la tarde.,Zagalas y zagales disfrutaron de juegos al aire libre durante toda la tarde.,28.917849332325716,plural,GPT-3.5_CaDi
Los zoólogos estudian la fauna y flora en su hábitat natural.,Las personas expertas en zoología estudian la fauna y flora en su hábitat natural.,62.628449627654696,plural,GPT-3.5_CaDi
Actividades para niños están programadas durante todo el fin de semana.,Actividades infantiles están programadas durante todo el fin de semana.,73.69231628533761,plural,GPT-3.5_CaDi
Todos están invitados a participar en la reunión de la junta directiva.,Todas y todos están invitados a participar en la reunión de la junta directiva.,77.60114635728617,plural,GPT-3.5_CaDi
El investigador presentó sus hallazgos ante el panel de expertos.,El personal de investigación presentó sus hallazgos ante el panel de expertos.,66.52049901111006,plural,GPT-3.5_CaDi
Académicos de renombre discutieron sobre el futuro de la educación.,Personal académico de renombre discutió sobre el futuro de la educación.,57.067457770559976,plural,GPT-3.5_CaDi
Interesados en el tema pueden inscribirse en el taller de fotografía.,Con interés en el tema pueden inscribirse en el taller de fotografía.,82.42367502646057,plural,GPT-3.5_CaDi
Los maratonistas completaron la carrera en un tiempo récord.,Las y los maratonistas completaron la carrera en un tiempo récord.,71.02992180127423,plural,GPT-3.5_CaDi
Los invitados disfrutaron de una deliciosa cena preparada por el chef.,Las personas invitadas disfrutaron de una deliciosa cena preparada por el chef.,73.61703354503868,plural,GPT-3.5_CaDi
Es un placer invitarlos a la ceremonia de premiación.,Es un placer invitarles a la ceremonia de premiación.,65.80370064762461,plural,GPT-3.5_CaDi
"Estimado señor, le escribo para solicitar información adicional.","Apreciable señor, le escribo para solicitar información adicional.",88.01117367933934,plural,GPT-3.5_CaDi
"Chicos, es hora de comenzar la clase de matemáticas.","Chicos y chicas, es hora de comenzar la clase de matemáticas.",75.39221180326287,plural,GPT-3.5_CaDi
Los chicos jugaron en el parque hasta el anochecer.,Las chicas y los chicos jugaron en el parque hasta el anochecer.,64.79121525090147,plural,GPT-3.5_CaDi
Los chavos pasaron la tarde en la playa disfrutando del sol.,Las chavas y los chavos pasaron la tarde en la playa disfrutando del sol.,70.1205513308646,plural,GPT-3.5_CaDi
"Estimados miembros del jurado, les agradecemos su participación.","Apreciables miembros del jurado, les agradecemos su participación.",88.01117367933934,plural,GPT-3.5_CaDi
"Queridos amigos, los esperamos el próximo sábado en la fiesta.","Apreciables amigos, los esperamos el próximo sábado en la fiesta.",90.36020036098445,plural,GPT-3.5_CaDi
El día del niño se celebra con alegría en todo el país.,El día de la niñez se celebra con alegría en todo el país.,64.50001140844256,plural,GPT-3.5_CaDi
El comité de expertos presentó su informe al presidente.,El comité de personas expertas presentó su informe al presidente.,58.77283725105319,plural,GPT-3.5_CaDi
El comité experto evaluó las propuestas con detenimiento.,El comité de personas expertas evaluó las propuestas con detenimiento.,51.93071778680675,plural,GPT-3.5_CaDi
Los mexicanos se enorgullecen de su rica cultura.,La población mexicana se enorgullece de su rica cultura.,41.11336169005198,plural,GPT-3.5_CaDi
Todos los alumnos deben entregar sus tareas antes del viernes.,Todas y todos los alumnos deben entregar sus tareas antes del viernes.,73.61703354503868,plural,GPT-3.5_CaDi
Los alumnos participaron en el concurso de arte con entusiasmo.,Alumnas y alumnos participaron en el concurso de arte con entusiasmo.,80.70557274927978,plural,GPT-3.5_CaDi
Los delegados discutieron los puntos del orden del día en la reunión.,Delegadas y delegados discutieron los puntos del orden del día en la reunión.,83.85766789076253,plural,GPT-3.5_CaDi
La propuesta fue evaluada por el comité de expertos antes de ser aprobada.,La propuesta fue evaluada por el comité de especialistas antes de ser aprobada.,78.25422900366438,plural,GPT-3.5_CaDi
Los mexicanos celebraron con orgullo su independencia nacional.,La población mexicana celebró con orgullo su independencia nacional.,51.697315395717055,plural,GPT-3.5_CaDi
Todos los alumnos están invitados a la ceremonia de graduación.,Todas las alumnas y alumnos están invitados a la ceremonia de graduación.,64.79121525090147,plural,GPT-3.5_CaDi
Los alumnos se esforzaron mucho para obtener buenas calificaciones este semestre.,El alumnado se esforzó mucho para obtener buenas calificaciones este semestre.,63.15552371794033,plural,GPT-3.5_CaDi
Los delegados discutieron sobre las políticas de la empresa en la reunión.,Las delegadas y delegados discutieron sobre las políticas de la empresa en la reunión.,77.60114635728617,plural,GPT-3.5_CaDi
Mis amigos me acompañaron en mi viaje por todo el país.,Mis amistades me acompañaron en mi viaje por todo el país.,82.651681837938,plural,GPT-3.5_CaDi
El que quiera puede participar en el concurso de dibujo.,Quien quiera puede participar en el concurso de dibujo.,79.6358031503278,plural,GPT-3.5_CaDi
Los tomadores de decisión analizaron las opciones disponibles antes de tomar una determinación.,Personas que están en puestos de toma de decisión analizaron las opciones disponibles antes de tomar una determinación.,59.77992387152214,plural,GPT-3.5_CaDi
El día del abuelo se celebra con cariño y reconocimiento a su sabiduría.,El día de la abuela y el abuelo se celebra con cariño y reconocimiento a su sabiduría.,61.19049499906029,plural,GPT-3.5_CaDi
